"","REF_AREA","Reference.area","ACTIVITY","TIME_PERIOD","OBS_VALUE","OBS_STATUS","Observation.status","CURRENCY","Currency","percent_change"
"998","LUX","Luxembourg","_T",2014,46254.988,"A","Normal value","EUR","Euro",5.07859963073569
"999","LUX","Luxembourg","_T",2015,49537.301,"A","Normal value","EUR","Euro",7.09612766519365
"1000","LUX","Luxembourg","_T",2016,51386.241,"A","Normal value","EUR","Euro",3.73241973760339
"1001","LUX","Luxembourg","_T",2017,53011.49,"A","Normal value","EUR","Euro",3.16280967117248
"1002","LUX","Luxembourg","_T",2018,54631.805,"A","Normal value","EUR","Euro",3.05653547938381
"1003","LUX","Luxembourg","_T",2019,56770.978,"A","Normal value","EUR","Euro",3.91561838383338
"1004","LUX","Luxembourg","_T",2020,58889.388,"A","Normal value","EUR","Euro",3.7315016838357
"1005","LUX","Luxembourg","_T",2021,65870.384,"A","Normal value","EUR","Euro",11.854421037624
"1006","LUX","Luxembourg","_T",2022,70568.038,"A","Normal value","EUR","Euro",7.13166329803086
"1007","LVA","Latvia","_T",1995,3606.456,"A","Normal value","EUR","Euro",NA
"1008","LVA","Latvia","_T",1996,4165.029,"A","Normal value","EUR","Euro",15.4881412666618
"1009","LVA","Latvia","_T",1997,4793.481,"A","Normal value","EUR","Euro",15.0887784934991
"1010","LVA","Latvia","_T",1998,5308.165,"A","Normal value","EUR","Euro",10.7371657465629
"1011","LVA","Latvia","_T",1999,5595.474,"A","Normal value","EUR","Euro",5.41258608200763
"1012","LVA","Latvia","_T",2000,6147.418,"A","Normal value","EUR","Euro",9.86411517594398
"1013","LVA","Latvia","_T",2001,6720.614,"A","Normal value","EUR","Euro",9.3241747998916
"1014","LVA","Latvia","_T",2002,7579.25,"A","Normal value","EUR","Euro",12.7761540835406
"1015","LVA","Latvia","_T",2003,8584.272,"A","Normal value","EUR","Euro",13.2601774581918
"1016","LVA","Latvia","_T",2004,9965.177,"A","Normal value","EUR","Euro",16.0864543900752
"1017","LVA","Latvia","_T",2005,12149.758,"A","Normal value","EUR","Euro",21.9221495012081
"1018","LVA","Latvia","_T",2006,15229.107,"A","Normal value","EUR","Euro",25.3449410268089
"1019","LVA","Latvia","_T",2007,20181.641,"A","Normal value","EUR","Euro",32.5201865086377
"1020","LVA","Latvia","_T",2008,22088.35,"A","Normal value","EUR","Euro",9.44774015155655
"1021","LVA","Latvia","_T",2009,17103.944,"A","Normal value","EUR","Euro",-22.5657688328915
"1022","LVA","Latvia","_T",2010,16096.741,"A","Normal value","EUR","Euro",-5.88871783022676
"1023","LVA","Latvia","_T",2011,17498.875,"A","Normal value","EUR","Euro",8.71067006669238
"1024","LVA","Latvia","_T",2012,19402.67,"A","Normal value","EUR","Euro",10.8795279696552
"1025","LVA","Latvia","_T",2013,20035.007,"A","Normal value","EUR","Euro",3.25902053686427
"1026","LVA","Latvia","_T",2014,20802.872,"A","Normal value","EUR","Euro",3.83261657956994
"1027","LVA","Latvia","_T",2015,21613.408,"A","Normal value","EUR","Euro",3.89626970737502
"1028","LVA","Latvia","_T",2016,22166.9,"A","Normal value","EUR","Euro",2.56087332455854
"1029","LVA","Latvia","_T",2017,23574.402,"A","Normal value","EUR","Euro",6.34956624516733
"1030","LVA","Latvia","_T",2018,25307.377,"A","Normal value","EUR","Euro",7.35108784519753
"1031","LVA","Latvia","_T",2019,26617.197,"A","Normal value","EUR","Euro",5.17564503030085
"1032","LVA","Latvia","_T",2020,26280.96,"A","Normal value","EUR","Euro",-1.26323218782203
"1033","LVA","Latvia","_T",2021,29147.098,"A","Normal value","EUR","Euro",10.9057583893435
"1034","LVA","Latvia","_T",2022,34306.562,"A","Normal value","EUR","Euro",17.7014672266858
"1035","MEX","Mexico","_T",2004,8858030.5,"A","Normal value","MXN","Mexican peso",NA
"1036","MEX","Mexico","_T",2005,9603894.589,"A","Normal value","MXN","Mexican peso",8.42020231246663
"1037","MEX","Mexico","_T",2006,10719324.856,"A","Normal value","MXN","Mexican peso",11.614353496524
"1038","MEX","Mexico","_T",2007,11609423.452,"A","Normal value","MXN","Mexican peso",8.30368150939822
"1039","MEX","Mexico","_T",2008,12612095.832,"A","Normal value","MXN","Mexican peso",8.63671123846608
"1040","MEX","Mexico","_T",2009,12245032.57,"A","Normal value","MXN","Mexican peso",-2.91040654058995
"1041","MEX","Mexico","_T",2010,13424766.786,"A","Normal value","MXN","Mexican peso",9.63439018439458
"1042","MEX","Mexico","_T",2011,14762356.071,"A","Normal value","MXN","Mexican peso",9.96359420109185
"1043","MEX","Mexico","_T",2012,16046850.324,"A","Normal value","MXN","Mexican peso",8.70114666535738
"1044","MEX","Mexico","_T",2013,16319823.4,"A","Normal value","MXN","Mexican peso",1.70110065519672
"1045","MEX","Mexico","_T",2014,17234932.702,"A","Normal value","MXN","Mexican peso",5.60734806725911
"1046","MEX","Mexico","_T",2015,18157883.864,"A","Normal value","MXN","Mexican peso",5.35511903619385
"1047","MEX","Mexico","_T",2016,19500423.526,"A","Normal value","MXN","Mexican peso",7.39370111658073
"1048","MEX","Mexico","_T",2017,21324106.38,"A","Normal value","MXN","Mexican peso",9.3520166450153
"1049","MEX","Mexico","_T",2018,22873645.541,"A","Normal value","MXN","Mexican peso",7.26660772267261
"1050","MEX","Mexico","_T",2019,23713406.136,"A","Normal value","MXN","Mexican peso",3.67130195094947
"1051","MEX","Mexico","_T",2020,22612661.27,"A","Normal value","MXN","Mexican peso",-4.64186738795372
"1052","MEX","Mexico","_T",2021,25038473.862,"P","Provisional value","MXN","Mexican peso",10.7276740363962
"1053","MEX","Mexico","_T",2022,28034783.448,"P","Provisional value","MXN","Mexican peso",11.9668219497491
"1054","MKD","North Macedonia","_T",2000,209601,"A","Normal value","MKD","Denar",NA
"1055","MKD","North Macedonia","_T",2001,213782,"A","Normal value","MKD","Denar",1.99474239149622
"1056","MKD","North Macedonia","_T",2002,213203,"A","Normal value","MKD","Denar",-0.270836646677456
"1057","MKD","North Macedonia","_T",2003,232178,"A","Normal value","MKD","Denar",8.89996857455101
"1058","MKD","North Macedonia","_T",2004,243685,"A","Normal value","MKD","Denar",4.95611125946472
"1059","MKD","North Macedonia","_T",2005,264847,"A","Normal value","MKD","Denar",8.68416193036092
"1060","MKD","North Macedonia","_T",2006,291105,"A","Normal value","MKD","Denar",9.91440341027084
"1061","MKD","North Macedonia","_T",2007,321378,"A","Normal value","MKD","Denar",10.3993404441696
"1062","MKD","North Macedonia","_T",2008,357150,"A","Normal value","MKD","Denar",11.130817915352
"1063","MKD","North Macedonia","_T",2009,358369,"A","Normal value","MKD","Denar",0.341313173736525
"1064","MKD","North Macedonia","_T",2010,377201,"A","Normal value","MKD","Denar",5.25491881273213
"1065","MKD","North Macedonia","_T",2011,399376,"A","Normal value","MKD","Denar",5.87882852908661
"1066","MKD","North Macedonia","_T",2012,403684,"A","Normal value","MKD","Denar",1.07868274508233
"1067","MKD","North Macedonia","_T",2013,436706,"A","Normal value","MKD","Denar",8.18016071977091
"1068","MKD","North Macedonia","_T",2014,458128,"A","Normal value","MKD","Denar",4.90535966989233
"1069","MKD","North Macedonia","_T",2015,488407.615,"A","Normal value","MKD","Denar",6.60942247581462
"1070","MKD","North Macedonia","_T",2016,515600.663,"A","Normal value","MKD","Denar",5.56769533579037
"1071","MKD","North Macedonia","_T",2017,535726.218,"A","Normal value","MKD","Denar",3.90332217241544
"1072","MKD","North Macedonia","_T",2018,573921.98,"A","Normal value","MKD","Denar",7.12971676887391
"1073","MKD","North Macedonia","_T",2019,601462.498,"A","Normal value","MKD","Denar",4.79865190038549
"1074","MLT","Malta","_T",1995,2724.786,"A","Normal value","EUR","Euro",NA
"1075","MLT","Malta","_T",1996,2901.299,"A","Normal value","EUR","Euro",6.47805001934096
"1076","MLT","Malta","_T",1997,3060.361,"A","Normal value","EUR","Euro",5.48244079634674
"1077","MLT","Malta","_T",1998,3295.553,"A","Normal value","EUR","Euro",7.68510643025447
"1078","MLT","Malta","_T",1999,3426.064,"A","Normal value","EUR","Euro",3.96021547825206
"1079","MLT","Malta","_T",2000,3702.707,"A","Normal value","EUR","Euro",8.07465943426626
"1080","MLT","Malta","_T",2001,3802.274,"A","Normal value","EUR","Euro",2.68903264557525
"1081","MLT","Malta","_T",2002,3997.199,"A","Normal value","EUR","Euro",5.12653743522955
"1082","MLT","Malta","_T",2003,4251.178,"A","Normal value","EUR","Euro",6.35392433551594
"1083","MLT","Malta","_T",2004,4289.121,"A","Normal value","EUR","Euro",0.892529082527248
"1084","MLT","Malta","_T",2005,4481.539,"A","Normal value","EUR","Euro",4.4861872630779
"1085","MLT","Malta","_T",2006,4698.44,"A","Normal value","EUR","Euro",4.83987755099308
"1086","MLT","Malta","_T",2007,5052.126,"A","Normal value","EUR","Euro",7.52773260912134
"1087","MLT","Malta","_T",2008,5461.786,"A","Normal value","EUR","Euro",8.10866554001226
"1088","MLT","Malta","_T",2009,5477.892,"A","Normal value","EUR","Euro",0.294885226187913
"1089","MLT","Malta","_T",2010,6007.037,"A","Normal value","EUR","Euro",9.6596464479402
"1090","MLT","Malta","_T",2011,6042.91,"A","Normal value","EUR","Euro",0.597182937278389
"1091","MLT","Malta","_T",2012,6477.59,"A","Normal value","EUR","Euro",7.19322313256362
"1092","MLT","Malta","_T",2013,7019.237,"A","Normal value","EUR","Euro",8.36185988924893
"1093","MLT","Malta","_T",2014,7716.193,"A","Normal value","EUR","Euro",9.92922735049408
"1094","MLT","Malta","_T",2015,8888.82,"A","Normal value","EUR","Euro",15.1969630619659
"1095","MLT","Malta","_T",2016,9355.729,"A","Normal value","EUR","Euro",5.25276695894393
"1096","MLT","Malta","_T",2017,10633.344,"A","Normal value","EUR","Euro",13.6559641691203
"1097","MLT","Malta","_T",2018,11485.751,"A","Normal value","EUR","Euro",8.0163587296715
"1098","MLT","Malta","_T",2019,12550.952,"A","Normal value","EUR","Euro",9.27410841485245
"1099","MLT","Malta","_T",2020,11852.525,"A","Normal value","EUR","Euro",-5.5647332568876
"1100","MLT","Malta","_T",2021,13351.874,"A","Normal value","EUR","Euro",12.6500387048329
"1101","NLD","Netherlands","_T",1995,299274,"A","Normal value","EUR","Euro",NA
"1102","NLD","Netherlands","_T",1996,311336,"A","Normal value","EUR","Euro",4.03042028375335
"1103","NLD","Netherlands","_T",1997,332931,"A","Normal value","EUR","Euro",6.93623609219621
"1104","NLD","Netherlands","_T",1998,355365,"A","Normal value","EUR","Euro",6.73833316813394
"1105","NLD","Netherlands","_T",1999,375889,"A","Normal value","EUR","Euro",5.77547029110914
"1106","NLD","Netherlands","_T",2000,405832,"A","Normal value","EUR","Euro",7.96591546972644
"1107","NLD","Netherlands","_T",2001,430408,"A","Normal value","EUR","Euro",6.05570778055944
"1108","NLD","Netherlands","_T",2002,448394,"A","Normal value","EUR","Euro",4.17882567238527
"1109","NLD","Netherlands","_T",2003,458616,"A","Normal value","EUR","Euro",2.279691521296
"1110","NLD","Netherlands","_T",2004,472578,"A","Normal value","EUR","Euro",3.04437699513318
"1111","NLD","Netherlands","_T",2005,491394,"A","Normal value","EUR","Euro",3.98156494800858
"1112","NLD","Netherlands","_T",2006,520586,"A","Normal value","EUR","Euro",5.94065047599279
"1113","NLD","Netherlands","_T",2007,552505,"A","Normal value","EUR","Euro",6.13135966007538
"1114","NLD","Netherlands","_T",2008,578387,"A","Normal value","EUR","Euro",4.6844824933711
"1115","NLD","Netherlands","_T",2009,561185,"A","Normal value","EUR","Euro",-2.97413323605129
"1116","NLD","Netherlands","_T",2010,574280,"A","Normal value","EUR","Euro",2.333455099477
"1117","NLD","Netherlands","_T",2011,585953,"A","Normal value","EUR","Euro",2.03263216549418
"1118","NLD","Netherlands","_T",2012,590316,"A","Normal value","EUR","Euro",0.744598969541926
"1119","NLD","Netherlands","_T",2013,595709,"A","Normal value","EUR","Euro",0.91357849016459
"1120","NLD","Netherlands","_T",2014,604814,"A","Normal value","EUR","Euro",1.52843082780351
"1121","NLD","Netherlands","_T",2015,620835,"A","Normal value","EUR","Euro",2.64891355028157
"1122","NLD","Netherlands","_T",2016,634824,"A","Normal value","EUR","Euro",2.25325569595786
"1123","NLD","Netherlands","_T",2017,661566,"A","Normal value","EUR","Euro",4.21250614343503
"1124","NLD","Netherlands","_T",2018,692632,"A","Normal value","EUR","Euro",4.69582777833202
"1125","NLD","Netherlands","_T",2019,724960,"A","Normal value","EUR","Euro",4.66741357604038
"1126","NLD","Netherlands","_T",2020,709628,"A","Normal value","EUR","Euro",-2.11487530346502
"1127","NLD","Netherlands","_T",2021,774497,"A","Normal value","EUR","Euro",9.14126838287103
"1128","NLD","Netherlands","_T",2022,859803,"A","Normal value","EUR","Euro",11.0143744907985
"1129","NOR","Norway","_T",1970,79884,"A","Normal value","NOK","Norwegian krone",NA
"1130","NOR","Norway","_T",1971,88795,"A","Normal value","NOK","Norwegian krone",11.1549246407291
"1131","NOR","Norway","_T",1972,98964,"A","Normal value","NOK","Norwegian krone",11.4522214088631
"1132","NOR","Norway","_T",1973,112745,"A","Normal value","NOK","Norwegian krone",13.9252657532032
"1133","NOR","Norway","_T",1974,132150,"A","Normal value","NOK","Norwegian krone",17.2114062707881
"1134","NOR","Norway","_T",1975,151295,"A","Normal value","NOK","Norwegian krone",14.4873250094589
"1135","NOR","Norway","_T",1976,172665,"A","Normal value","NOK","Norwegian krone",14.1247232228428
"1136","NOR","Norway","_T",1977,194179,"A","Normal value","NOK","Norwegian krone",12.459965829786
"1137","NOR","Norway","_T",1978,216033,"A","Normal value","NOK","Norwegian krone",11.2545640877747
"1138","NOR","Norway","_T",1979,238761,"A","Normal value","NOK","Norwegian krone",10.520614906056
"1139","NOR","Norway","_T",1980,284568,"A","Normal value","NOK","Norwegian krone",19.1852940806916
"1140","NOR","Norway","_T",1981,324382,"A","Normal value","NOK","Norwegian krone",13.9910320204661
"1141","NOR","Norway","_T",1982,360138,"A","Normal value","NOK","Norwegian krone",11.022806444254
"1142","NOR","Norway","_T",1983,399409,"A","Normal value","NOK","Norwegian krone",10.9044310791974
"1143","NOR","Norway","_T",1984,451033,"A","Normal value","NOK","Norwegian krone",12.9250968305672
"1144","NOR","Norway","_T",1985,494928,"A","Normal value","NOK","Norwegian krone",9.73210385936284
"1145","NOR","Norway","_T",1986,501204,"A","Normal value","NOK","Norwegian krone",1.26806323344002
"1146","NOR","Norway","_T",1987,550697,"A","Normal value","NOK","Norwegian krone",9.87482142999657
"1147","NOR","Norway","_T",1988,581505,"A","Normal value","NOK","Norwegian krone",5.59436495931519
"1148","NOR","Norway","_T",1989,627760,"A","Normal value","NOK","Norwegian krone",7.95435980774026
"1149","NOR","Norway","_T",1990,666421,"A","Normal value","NOK","Norwegian krone",6.1585637823372
"1150","NOR","Norway","_T",1991,700973,"A","Normal value","NOK","Norwegian krone",5.18471056584351
"1151","NOR","Norway","_T",1992,718406,"A","Normal value","NOK","Norwegian krone",2.48697168079227
"1152","NOR","Norway","_T",1993,751561,"A","Normal value","NOK","Norwegian krone",4.61507838186207
"1153","NOR","Norway","_T",1994,782439,"A","Normal value","NOK","Norwegian krone",4.108515476455
"1154","NOR","Norway","_T",1995,835217,"A","Normal value","NOK","Norwegian krone",6.74531816537775
"1155","NOR","Norway","_T",1996,915029,"A","Normal value","NOK","Norwegian krone",9.55583997931077
"1156","NOR","Norway","_T",1997,990121,"A","Normal value","NOK","Norwegian krone",8.2065158590602
"1157","NOR","Norway","_T",1998,1005787,"A","Normal value","NOK","Norwegian krone",1.58223085865263
"1158","NOR","Norway","_T",1999,1099101,"A","Normal value","NOK","Norwegian krone",9.27770989285008
"1159","NOR","Norway","_T",2000,1331283,"A","Normal value","NOK","Norwegian krone",21.1247192023299
"1160","NOR","Norway","_T",2001,1384313,"A","Normal value","NOK","Norwegian krone",3.98337543557606
"1161","NOR","Norway","_T",2002,1380592,"A","Normal value","NOK","Norwegian krone",-0.268797591296188
"1162","NOR","Norway","_T",2003,1439673,"A","Normal value","NOK","Norwegian krone",4.27939608515767
"1163","NOR","Norway","_T",2004,1588547,"A","Normal value","NOK","Norwegian krone",10.3408204501995
"1164","NOR","Norway","_T",2005,1782652,"A","Normal value","NOK","Norwegian krone",12.2190278285754
"1165","NOR","Norway","_T",2006,1986103,"A","Normal value","NOK","Norwegian krone",11.4128276298459
"1166","NOR","Norway","_T",2007,2095519,"A","Normal value","NOK","Norwegian krone",5.50907984127711
"1167","NOR","Norway","_T",2008,2361687,"A","Normal value","NOK","Norwegian krone",12.7017698240865
"1168","NOR","Norway","_T",2009,2178622,"A","Normal value","NOK","Norwegian krone",-7.75145055208417
"1169","NOR","Norway","_T",2010,2321905,"A","Normal value","NOK","Norwegian krone",6.57677192280258
"1170","NOR","Norway","_T",2011,2515074,"A","Normal value","NOK","Norwegian krone",8.3194187531359
"1171","NOR","Norway","_T",2012,2674361,"A","Normal value","NOK","Norwegian krone",6.33329277786658
"1172","NOR","Norway","_T",2013,2768461,"A","Normal value","NOK","Norwegian krone",3.51859752666151
"1173","NOR","Norway","_T",2014,2829537,"A","Normal value","NOK","Norwegian krone",2.2061354666004
"1174","NOR","Norway","_T",2015,2787861,"A","Normal value","NOK","Norwegian krone",-1.47289114791572
"1175","NOR","Norway","_T",2016,2757573,"A","Normal value","NOK","Norwegian krone",-1.08642432316389
"1176","NOR","Norway","_T",2017,2947535,"A","Normal value","NOK","Norwegian krone",6.88873875687062
"1177","NOR","Norway","_T",2018,3184225,"A","Normal value","NOK","Norwegian krone",8.03009972739934
"1178","NOR","Norway","_T",2019,3198296,"A","Normal value","NOK","Norwegian krone",0.441897164930242
"1179","NOR","Norway","_T",2020,3057651,"A","Normal value","NOK","Norwegian krone",-4.39749791764114
"1180","NOR","Norway","_T",2021,3894480,"A","Normal value","NOK","Norwegian krone",27.3683621839118
"1181","NOR","Norway","_T",2022,5280691,"A","Normal value","NOK","Norwegian krone",35.5942513506296
"1182","NZL","New Zealand","_T",1971,6769,"A","Normal value","NZD","New Zealand dollar",NA
"1183","NZL","New Zealand","_T",1972,7770,"A","Normal value","NZD","New Zealand dollar",14.7880041365047
"1184","NZL","New Zealand","_T",1973,9058,"A","Normal value","NZD","New Zealand dollar",16.5765765765766
"1185","NZL","New Zealand","_T",1974,9949,"A","Normal value","NZD","New Zealand dollar",9.83660852285273
"1186","NZL","New Zealand","_T",1975,11245,"A","Normal value","NZD","New Zealand dollar",13.0264348175696
"1187","NZL","New Zealand","_T",1976,13790,"A","Normal value","NZD","New Zealand dollar",22.6322810137839
"1188","NZL","New Zealand","_T",1977,15469,"A","Normal value","NZD","New Zealand dollar",12.1754894851342
"1189","NZL","New Zealand","_T",1978,17540,"A","Normal value","NZD","New Zealand dollar",13.3880664554916
"1190","NZL","New Zealand","_T",1979,20455,"A","Normal value","NZD","New Zealand dollar",16.6191562143672
"1191","NZL","New Zealand","_T",1980,23818,"A","Normal value","NZD","New Zealand dollar",16.4409679784894
"1192","NZL","New Zealand","_T",1981,28935,"A","Normal value","NZD","New Zealand dollar",21.4837517843648
"1193","NZL","New Zealand","_T",1982,32765,"A","Normal value","NZD","New Zealand dollar",13.2365647140142
"1194","NZL","New Zealand","_T",1983,36495,"A","Normal value","NZD","New Zealand dollar",11.3840988860064
"1195","NZL","New Zealand","_T",1984,41100,"A","Normal value","NZD","New Zealand dollar",12.6181668721743
"1196","NZL","New Zealand","_T",1985,47612,"A","Normal value","NZD","New Zealand dollar",15.8442822384428
"1197","NZL","New Zealand","_T",1986,55714,"A","Normal value","NZD","New Zealand dollar",17.0167184743342
"1198","NZL","New Zealand","_T",1987,57529,"A","Normal value","NZD","New Zealand dollar",3.25770901389238
"1199","NZL","New Zealand","_T",1988,62419,"A","Normal value","NZD","New Zealand dollar",8.50006083888126
"1200","NZL","New Zealand","_T",1989,65099,"A","Normal value","NZD","New Zealand dollar",4.29356445953956
"1201","NZL","New Zealand","_T",1990,70692,"A","Normal value","NZD","New Zealand dollar",8.59152982380682
"1202","NZL","New Zealand","_T",1991,70604,"A","Normal value","NZD","New Zealand dollar",-0.124483675663441
"1203","NZL","New Zealand","_T",1992,72795,"A","Normal value","NZD","New Zealand dollar",3.10322361339301
"1204","NZL","New Zealand","_T",1993,78608,"A","Normal value","NZD","New Zealand dollar",7.98543856034068
"1205","NZL","New Zealand","_T",1994,83909,"A","Normal value","NZD","New Zealand dollar",6.74358843883574
"1206","NZL","New Zealand","_T",1995,89120,"A","Normal value","NZD","New Zealand dollar",6.21029925276192
"1207","NZL","New Zealand","_T",1996,93560,"A","Normal value","NZD","New Zealand dollar",4.98204667863555
"1208","NZL","New Zealand","_T",1997,97132,"A","Normal value","NZD","New Zealand dollar",3.81787088499359
"1209","NZL","New Zealand","_T",1998,99374,"A","Normal value","NZD","New Zealand dollar",2.30819915166989
"1210","NZL","New Zealand","_T",1999,105345,"A","Normal value","NZD","New Zealand dollar",6.00861392315898
"1211","NZL","New Zealand","_T",2000,111635,"A","Normal value","NZD","New Zealand dollar",5.97085765817077
"1212","NZL","New Zealand","_T",2001,119973,"A","Normal value","NZD","New Zealand dollar",7.46898374165808
"1213","NZL","New Zealand","_T",2002,125607,"A","Normal value","NZD","New Zealand dollar",4.69605661273787
"1214","NZL","New Zealand","_T",2003,134231,"A","Normal value","NZD","New Zealand dollar",6.86585938681761
"1215","NZL","New Zealand","_T",2004,143444,"A","Normal value","NZD","New Zealand dollar",6.86354120881168
"1216","NZL","New Zealand","_T",2005,151152,"A","Normal value","NZD","New Zealand dollar",5.3735255570118
"1217","NZL","New Zealand","_T",2006,158778,"A","Normal value","NZD","New Zealand dollar",5.04525246109876
"1218","NZL","New Zealand","_T",2007,172564,"A","Normal value","NZD","New Zealand dollar",8.68256307548905
"1219","NZL","New Zealand","_T",2008,175363,"A","Normal value","NZD","New Zealand dollar",1.62200690758211
"1220","NZL","New Zealand","_T",2009,180120,"A","Normal value","NZD","New Zealand dollar",2.71265888471342
"1221","NZL","New Zealand","_T",2010,187405,"A","Normal value","NZD","New Zealand dollar",4.04452587164113
"1222","NZL","New Zealand","_T",2011,195205,"A","Normal value","NZD","New Zealand dollar",4.16210880179291
"1223","NZL","New Zealand","_T",2012,199100,"A","Normal value","NZD","New Zealand dollar",1.99533823416408
"1224","NZL","New Zealand","_T",2013,213598,"A","Normal value","NZD","New Zealand dollar",7.28176795580111
"1225","NZL","New Zealand","_T",2014,222506,"A","Normal value","NZD","New Zealand dollar",4.17045103418571
"1226","NZL","New Zealand","_T",2015,233863,"A","Normal value","NZD","New Zealand dollar",5.10413202340611
"1227","NZL","New Zealand","_T",2016,247783,"A","Normal value","NZD","New Zealand dollar",5.95220278539145
"1228","NZL","New Zealand","_T",2017,265911,"A","Normal value","NZD","New Zealand dollar",7.31607898846975
"1229","NZL","New Zealand","_T",2018,280361,"A","Normal value","NZD","New Zealand dollar",5.43414901978482
"1230","NZL","New Zealand","_T",2019,295780,"A","Normal value","NZD","New Zealand dollar",5.49969503604282
"1231","NZL","New Zealand","_T",2020,301605,"A","Normal value","NZD","New Zealand dollar",1.96936912570153
"1232","NZL","New Zealand","_T",2021,658816,"A","Normal value","NZD","New Zealand dollar",118.43669700436
"1233","POL","Poland","_T",1995,304362,"A","Normal value","PLN","Zloty",NA
"1234","POL","Poland","_T",1996,379943,"A","Normal value","PLN","Zloty",24.8326006531696
"1235","POL","Poland","_T",1997,460948,"A","Normal value","PLN","Zloty",21.3203033086542
"1236","POL","Poland","_T",1998,538540,"A","Normal value","PLN","Zloty",16.8331351909543
"1237","POL","Poland","_T",1999,593321,"A","Normal value","PLN","Zloty",10.1721320607569
"1238","POL","Poland","_T",2000,664322,"A","Normal value","PLN","Zloty",11.9667094203644
"1239","POL","Poland","_T",2001,694819,"A","Normal value","PLN","Zloty",4.59069547598905
"1240","POL","Poland","_T",2002,716566,"A","Normal value","PLN","Zloty",3.1298798679944
"1241","POL","Poland","_T",2003,746437,"A","Normal value","PLN","Zloty",4.1686320590148
"1242","POL","Poland","_T",2004,825318,"A","Normal value","PLN","Zloty",10.5676701449687
"1243","POL","Poland","_T",2005,870463,"A","Normal value","PLN","Zloty",5.470012770835
"1244","POL","Poland","_T",2006,937279,"A","Normal value","PLN","Zloty",7.67591500155664
"1245","POL","Poland","_T",2007,1036439,"A","Normal value","PLN","Zloty",10.5795606217572
"1246","POL","Poland","_T",2008,1121553,"A","Normal value","PLN","Zloty",8.21215720365598
"1247","POL","Poland","_T",2009,1217842,"A","Normal value","PLN","Zloty",8.58532766619143
"1248","POL","Poland","_T",2010,1260546,"A","Normal value","PLN","Zloty",3.5065304037798
"1249","POL","Poland","_T",2011,1363784,"A","Normal value","PLN","Zloty",8.18994308815386
"1250","POL","Poland","_T",2012,1426971,"A","Normal value","PLN","Zloty",4.63321171094543
"1251","POL","Poland","_T",2013,1444148,"A","Normal value","PLN","Zloty",1.20373854829566
"1252","POL","Poland","_T",2014,1505789,"A","Normal value","PLN","Zloty",4.26832983876999
"1253","POL","Poland","_T",2015,1595387,"A","Normal value","PLN","Zloty",5.95023605564923
"1254","POL","Poland","_T",2016,1636005,"A","Normal value","PLN","Zloty",2.54596533631025
"1255","POL","Poland","_T",2017,1740484,"A","Normal value","PLN","Zloty",6.3862274259553
"1256","POL","Poland","_T",2018,1862434,"A","Normal value","PLN","Zloty",7.00667170741012
"1257","POL","Poland","_T",2019,2011356,"A","Normal value","PLN","Zloty",7.99609543210659
"1258","POL","Poland","_T",2020,2059056,"A","Normal value","PLN","Zloty",2.37153442752054
"1259","POL","Poland","_T",2021,2289681,"A","Normal value","PLN","Zloty",11.2005210154556
"1260","POL","Poland","_T",2022,2732891,"A","Normal value","PLN","Zloty",19.3568449054694
"1261","PRT","Portugal","_T",1995,78452.644,"A","Normal value","EUR","Euro",NA
"1262","PRT","Portugal","_T",1996,82876.807,"A","Normal value","EUR","Euro",5.63927839066839
"1263","PRT","Portugal","_T",1997,90046.335,"A","Normal value","EUR","Euro",8.65082555605696
"1264","PRT","Portugal","_T",1998,97354.454,"A","Normal value","EUR","Euro",8.11595385864399
"1265","PRT","Portugal","_T",1999,104225.139,"A","Normal value","EUR","Euro",7.05739153957969
"1266","PRT","Portugal","_T",2000,112521.661,"A","Normal value","EUR","Euro",7.96019278995636
"1267","PRT","Portugal","_T",2001,119098.175,"A","Normal value","EUR","Euro",5.84466487745858
"1268","PRT","Portugal","_T",2002,124721.52,"A","Normal value","EUR","Euro",4.72160467614218
"1269","PRT","Portugal","_T",2003,127734.25,"A","Normal value","EUR","Euro",2.41556549342888
"1270","PRT","Portugal","_T",2004,133144.794,"A","Normal value","EUR","Euro",4.23578171085672
"1271","PRT","Portugal","_T",2005,137485.715,"A","Normal value","EUR","Euro",3.2603009622742
"1272","PRT","Portugal","_T",2006,143562.095,"A","Normal value","EUR","Euro",4.41964461544242
"1273","PRT","Portugal","_T",2007,152165.963,"A","Normal value","EUR","Euro",5.99313349390728
"1274","PRT","Portugal","_T",2008,156158.229,"A","Normal value","EUR","Euro",2.62362615219016
"1275","PRT","Portugal","_T",2009,155546.506,"A","Normal value","EUR","Euro",-0.391732798147959
"1276","PRT","Portugal","_T",2010,157970.796,"A","Normal value","EUR","Euro",1.55856281336207
"1277","PRT","Portugal","_T",2011,154128.223,"A","Normal value","EUR","Euro",-2.4324578322692
"1278","PRT","Portugal","_T",2012,147214.826,"A","Normal value","EUR","Euro",-4.48548414134379
"1279","PRT","Portugal","_T",2013,149802.347,"A","Normal value","EUR","Euro",1.75764973563193
"1280","PRT","Portugal","_T",2014,151135.832,"A","Normal value","EUR","Euro",0.890162955858085
"1281","PRT","Portugal","_T",2015,156517.314,"A","Normal value","EUR","Euro",3.56069234461886
"1282","PRT","Portugal","_T",2016,161993.327,"A","Normal value","EUR","Euro",3.49866277413883
