"","REF_AREA","Reference.area","ACTIVITY","Economic.activity","TIME_PERIOD","OBS_VALUE","OBS_STATUS","Observation.status","CURRENCY","Currency"
"90","USA","United States","B09","Mining support service activities",2016,31932.721,"A","Normal value","USD","US dollar"
"91","EST","Estonia","B","Mining and quarrying",1999,64.41,"A","Normal value","EUR","Euro"
"92","EST","Estonia","B","Mining and quarrying",2005,95.01,"A","Normal value","EUR","Euro"
"93","EST","Estonia","B","Mining and quarrying",2011,204.01,"A","Normal value","EUR","Euro"
"94","EST","Estonia","B","Mining and quarrying",2017,255.72,"A","Normal value","EUR","Euro"
"95","BEL","Belgium","B","Mining and quarrying",1997,344.2,"A","Normal value","EUR","Euro"
"96","BEL","Belgium","B","Mining and quarrying",2003,322.8,"A","Normal value","EUR","Euro"
"97","BEL","Belgium","B","Mining and quarrying",2009,254.8,"A","Normal value","EUR","Euro"
"98","BEL","Belgium","B","Mining and quarrying",2015,223.2,"A","Normal value","EUR","Euro"
"99","BEL","Belgium","B","Mining and quarrying",2021,305.4,"A","Normal value","EUR","Euro"
"100","LVA","Latvia","B08","Other mining and quarrying",1999,7.33,"A","Normal value","EUR","Euro"
"101","LVA","Latvia","B08","Other mining and quarrying",2005,33.961,"A","Normal value","EUR","Euro"
"102","LVA","Latvia","B08","Other mining and quarrying",2011,82.169,"A","Normal value","EUR","Euro"
"103","LVA","Latvia","B08","Other mining and quarrying",2017,117.695,"A","Normal value","EUR","Euro"
"104","ROU","Romania","B05","Mining of coal and lignite",1999,193.9,"A","Normal value","RON","Romanian leu"
"105","ROU","Romania","B05","Mining of coal and lignite",2005,766.3,"A","Normal value","RON","Romanian leu"
"106","ROU","Romania","B05","Mining of coal and lignite",2011,874.4,"A","Normal value","RON","Romanian leu"
"107","ROU","Romania","B05","Mining of coal and lignite",2017,-353.7,"A","Normal value","RON","Romanian leu"
"108","BRA","Brazil","B05","Mining of coal and lignite",2004,4435.189,"A","Normal value","BRL","Brazilian real"
"109","BRA","Brazil","B05","Mining of coal and lignite",2010,6592,"A","Normal value","BRL","Brazilian real"
"110","BRA","Brazil","B05","Mining of coal and lignite",2016,7684,"A","Normal value","BRL","Brazilian real"
"111","ROU","Romania","B08","Other mining and quarrying",1995,18.5,"A","Normal value","RON","Romanian leu"
"112","ROU","Romania","B08","Other mining and quarrying",2001,145,"A","Normal value","RON","Romanian leu"
"113","ROU","Romania","B08","Other mining and quarrying",2007,529.3,"A","Normal value","RON","Romanian leu"
"114","ROU","Romania","B08","Other mining and quarrying",2013,783.2,"A","Normal value","RON","Romanian leu"
"115","ROU","Romania","B08","Other mining and quarrying",2019,1283.4,"A","Normal value","RON","Romanian leu"
"116","CRI","Costa Rica","B06","Extraction of crude petroleum and natural gas",1995,0,"A","Normal value","CRC","Costa Rican colon"
"117","CRI","Costa Rica","B06","Extraction of crude petroleum and natural gas",2001,0,"A","Normal value","CRC","Costa Rican colon"
"118","CRI","Costa Rica","B06","Extraction of crude petroleum and natural gas",2007,0,"A","Normal value","CRC","Costa Rican colon"
"119","CRI","Costa Rica","B06","Extraction of crude petroleum and natural gas",2013,0,"A","Normal value","CRC","Costa Rican colon"
"120","CRI","Costa Rica","B06","Extraction of crude petroleum and natural gas",2019,0,"A","Normal value","CRC","Costa Rican colon"
"121","USA","United States","B","Mining and quarrying",1999,80282.768,"A","Normal value","USD","US dollar"
"122","USA","United States","B","Mining and quarrying",2005,215429.94,"A","Normal value","USD","US dollar"
"123","USA","United States","B","Mining and quarrying",2011,340423.3,"A","Normal value","USD","US dollar"
"124","USA","United States","B","Mining and quarrying",2017,264532.521,"A","Normal value","USD","US dollar"
"125","COL","Colombia","B","Mining and quarrying",2006,26127000,"A","Normal value","COP","Colombian peso"
"126","COL","Colombia","B","Mining and quarrying",2012,74557000,"A","Normal value","COP","Colombian peso"
"127","COL","Colombia","B","Mining and quarrying",2018,57788000,"A","Normal value","COP","Colombian peso"
"128","CMR","Cameroon","B08","Other mining and quarrying",1998,25624.99,"A","Normal value","XAF","CFA franc - BEAC"
"129","CMR","Cameroon","B08","Other mining and quarrying",2004,42267.741,"A","Normal value","XAF","CFA franc - BEAC"
"130","CMR","Cameroon","B08","Other mining and quarrying",2010,57930.746,"A","Normal value","XAF","CFA franc - BEAC"
"131","CMR","Cameroon","B08","Other mining and quarrying",2016,46315,"A","Normal value","XAF","CFA franc - BEAC"
"132","CAN","Canada","B","Mining and quarrying",2009,90759,"A","Normal value","CAD","Canadian dollar"
"133","CAN","Canada","B","Mining and quarrying",2015,88436,"A","Normal value","CAD","Canadian dollar"
"134","SVN","Slovenia","B","Mining and quarrying",1999,109.157,"A","Normal value","EUR","Euro"
"135","SVN","Slovenia","B","Mining and quarrying",2005,133.075,"A","Normal value","EUR","Euro"
"136","SVN","Slovenia","B","Mining and quarrying",2011,146.099,"A","Normal value","EUR","Euro"
"137","SVN","Slovenia","B","Mining and quarrying",2017,138.546,"A","Normal value","EUR","Euro"
"138","CAN","Canada","B07","Mining of metal ores",2007,16629,"A","Normal value","CAD","Canadian dollar"
"139","CAN","Canada","B07","Mining of metal ores",2013,14847,"A","Normal value","CAD","Canadian dollar"
"140","CAN","Canada","B07","Mining of metal ores",2019,18495,"A","Normal value","CAD","Canadian dollar"
"141","POL","Poland","B","Mining and quarrying",1995,11205,"A","Normal value","PLN","Zloty"
"142","POL","Poland","B","Mining and quarrying",2001,16062,"A","Normal value","PLN","Zloty"
"143","POL","Poland","B","Mining and quarrying",2007,23751,"A","Normal value","PLN","Zloty"
"144","POL","Poland","B","Mining and quarrying",2013,32140,"A","Normal value","PLN","Zloty"
"145","POL","Poland","B","Mining and quarrying",2019,32966,"A","Normal value","PLN","Zloty"
"146","SEN","Senegal","B09","Mining support service activities",2019,33175,"A","Normal value","XOF","CFA Franc - BCEAO"
"147","LUX","Luxembourg","B","Mining and quarrying",1998,22.358,"A","Normal value","EUR","Euro"
"148","LUX","Luxembourg","B","Mining and quarrying",2004,29.675,"A","Normal value","EUR","Euro"
"149","LUX","Luxembourg","B","Mining and quarrying",2010,31.776,"A","Normal value","EUR","Euro"
"150","LUX","Luxembourg","B","Mining and quarrying",2016,29.476,"A","Normal value","EUR","Euro"
"151","LUX","Luxembourg","B","Mining and quarrying",2022,35.027,"A","Normal value","EUR","Euro"
"152","ESP","Spain","B","Mining and quarrying",1998,1710,"A","Normal value","EUR","Euro"
"153","ESP","Spain","B","Mining and quarrying",2004,2874,"A","Normal value","EUR","Euro"
"154","ESP","Spain","B","Mining and quarrying",2010,2639,"A","Normal value","EUR","Euro"
"155","ESP","Spain","B","Mining and quarrying",2016,1474,"A","Normal value","EUR","Euro"
"156","ESP","Spain","B","Mining and quarrying",2022,6734,"P","Provisional value","EUR","Euro"
"157","CMR","Cameroon","B06","Extraction of crude petroleum and natural gas",1996,336318.477,"A","Normal value","XAF","CFA franc - BEAC"
"158","CMR","Cameroon","B06","Extraction of crude petroleum and natural gas",2002,360056.063,"A","Normal value","XAF","CFA franc - BEAC"
"159","CMR","Cameroon","B06","Extraction of crude petroleum and natural gas",2008,720950.137,"A","Normal value","XAF","CFA franc - BEAC"
"160","CMR","Cameroon","B06","Extraction of crude petroleum and natural gas",2014,711976.659,"A","Normal value","XAF","CFA franc - BEAC"
"161","CMR","Cameroon","B06","Extraction of crude petroleum and natural gas",2020,543570,"A","Normal value","XAF","CFA franc - BEAC"
"162","SEN","Senegal","B08","Other mining and quarrying",2017,164965,"A","Normal value","XOF","CFA Franc - BCEAO"
"163","LTU","Lithuania","B","Mining and quarrying",1998,45.863,"A","Normal value","EUR","Euro"
"164","LTU","Lithuania","B","Mining and quarrying",2004,88.435,"A","Normal value","EUR","Euro"
"165","LTU","Lithuania","B","Mining and quarrying",2010,92.788,"A","Normal value","EUR","Euro"
"166","LTU","Lithuania","B","Mining and quarrying",2016,99.909,"A","Normal value","EUR","Euro"
"167","LTU","Lithuania","B","Mining and quarrying",2022,153.231,"A","Normal value","EUR","Euro"
"168","LVA","Latvia","B07","Mining of metal ores",1996,0,"A","Normal value","EUR","Euro"
"169","LVA","Latvia","B07","Mining of metal ores",2002,0,"A","Normal value","EUR","Euro"
"170","LVA","Latvia","B07","Mining of metal ores",2008,0,"A","Normal value","EUR","Euro"
"171","LVA","Latvia","B07","Mining of metal ores",2014,0,"A","Normal value","EUR","Euro"
"172","LVA","Latvia","B07","Mining of metal ores",2020,0,"A","Normal value","EUR","Euro"
"173","BGR","Bulgaria","B","Mining and quarrying",1997,398.977,"A","Normal value","BGN","Bulgarian lev"
"174","BGR","Bulgaria","B","Mining and quarrying",2003,475.899,"A","Normal value","BGN","Bulgarian lev"
"175","BGR","Bulgaria","B","Mining and quarrying",2009,1226.658,"A","Normal value","BGN","Bulgarian lev"
"176","BGR","Bulgaria","B","Mining and quarrying",2015,1923.396,"A","Normal value","BGN","Bulgarian lev"
"177","COL","Colombia","B06","Extraction of crude petroleum and natural gas",2006,15969000,"A","Normal value","COP","Colombian peso"
"178","COL","Colombia","B06","Extraction of crude petroleum and natural gas",2012,56982000,"A","Normal value","COP","Colombian peso"
"179","COL","Colombia","B06","Extraction of crude petroleum and natural gas",2018,36871000,"A","Normal value","COP","Colombian peso"
"180","ROU","Romania","B07","Mining of metal ores",1999,82.8,"A","Normal value","RON","Romanian leu"
"181","ROU","Romania","B07","Mining of metal ores",2005,644.2,"A","Normal value","RON","Romanian leu"
"182","ROU","Romania","B07","Mining of metal ores",2011,72.5,"A","Normal value","RON","Romanian leu"
"183","ROU","Romania","B07","Mining of metal ores",2017,88.9,"A","Normal value","RON","Romanian leu"
"184","ALB","Albania","B","Mining and quarrying",2001,5624.696,"A","Normal value","ALL","Lek"
"185","ALB","Albania","B","Mining and quarrying",2007,14333.511,"A","Normal value","ALL","Lek"
"186","ALB","Albania","B","Mining and quarrying",2013,66516.443,"A","Normal value","ALL","Lek"
"187","FIN","Finland","B","Mining and quarrying",1980,169,"A","Normal value","EUR","Euro"
"188","FIN","Finland","B","Mining and quarrying",1986,219,"A","Normal value","EUR","Euro"
"189","FIN","Finland","B","Mining and quarrying",1992,283,"A","Normal value","EUR","Euro"
"190","FIN","Finland","B","Mining and quarrying",1998,302,"A","Normal value","EUR","Euro"
"191","FIN","Finland","B","Mining and quarrying",2004,388,"A","Normal value","EUR","Euro"
"192","FIN","Finland","B","Mining and quarrying",2010,822,"A","Normal value","EUR","Euro"
"193","FIN","Finland","B","Mining and quarrying",2016,674,"A","Normal value","EUR","Euro"
"194","FIN","Finland","B","Mining and quarrying",2022,1148,"A","Normal value","EUR","Euro"
"195","MEX","Mexico","B","Mining and quarrying",1998,261967.228,"A","Normal value","MXN","Mexican peso"
"196","MEX","Mexico","B","Mining and quarrying",2004,568954.863,"A","Normal value","MXN","Mexican peso"
"197","MEX","Mexico","B","Mining and quarrying",2010,956298.438,"A","Normal value","MXN","Mexican peso"
"198","MEX","Mexico","B","Mining and quarrying",2016,719496.861,"A","Normal value","MXN","Mexican peso"
"199","MEX","Mexico","B","Mining and quarrying",2022,1064020.729,"P","Provisional value","MXN","Mexican peso"
"200","USA","United States","B08","Other mining and quarrying",1997,8567.798,"A","Normal value","USD","US dollar"
"201","USA","United States","B08","Other mining and quarrying",2003,11066.613,"A","Normal value","USD","US dollar"
"202","USA","United States","B08","Other mining and quarrying",2009,18473.497,"A","Normal value","USD","US dollar"
"203","USA","United States","B08","Other mining and quarrying",2015,16625.715,"A","Normal value","USD","US dollar"
"204","USA","United States","B08","Other mining and quarrying",2021,27309.705,"A","Normal value","USD","US dollar"
"205","MEX","Mexico","B08","Other mining and quarrying",1993,10123.22,"A","Normal value","MXN","Mexican peso"
"206","MEX","Mexico","B08","Other mining and quarrying",1999,25419.631,"A","Normal value","MXN","Mexican peso"
"207","MEX","Mexico","B08","Other mining and quarrying",2005,43957.503,"A","Normal value","MXN","Mexican peso"
"208","MEX","Mexico","B08","Other mining and quarrying",2011,54456.719,"A","Normal value","MXN","Mexican peso"
"209","MEX","Mexico","B08","Other mining and quarrying",2017,77999.653,"A","Normal value","MXN","Mexican peso"
