"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2017","2017","CNY","Yuan Renminbi","0","Units",,,6.758755,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2018","2018","CNY","Yuan Renminbi","0","Units",,,6.615957,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","CNY","Yuan Renminbi","0","Units",,,6.908385,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2020","2020","CNY","Yuan Renminbi","0","Units",,,6.900767,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2021","2021","CNY","Yuan Renminbi","0","Units",,,6.448975,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2022","2022","CNY","Yuan Renminbi","0","Units",,,6.737158,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2023","2023","CNY","Yuan Renminbi","0","Units",,,7.083998,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","EUR","Euro","0","Units",,,0.661032,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","EUR","Euro","0","Units",,,0.670855,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","EUR","Euro","0","Units",,,0.672081,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","EUR","Euro","0","Units",,,0.66976,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","EUR","Euro","0","Units",,,0.676128,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.664259,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.64016,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.64667,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.636148,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.627348,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.62323,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.623083,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.605398,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.583607,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.578868,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.584947,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.571416,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.575688,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.571227,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.550687,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.542815,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.537629,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2022","2022","EUR","Euro","0","Units",,,0.523337,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2000","2000","GBP","Pound Sterling","0","Units",,,0.670151,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2001","2001","GBP","Pound Sterling","0","Units",,,0.689465,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2002","2002","GBP","Pound Sterling","0","Units",,,0.620424,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2003","2003","GBP","Pound Sterling","0","Units",,,0.560318,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2004","2004","GBP","Pound Sterling","0","Units",,,0.517759,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2005","2005","GBP","Pound Sterling","0","Units",,,0.580754,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2006","2006","GBP","Pound Sterling","0","Units",,,0.509424,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2007","2007","GBP","Pound Sterling","0","Units",,,0.499151,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2008","2008","GBP","Pound Sterling","0","Units",,,0.685965,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2009","2009","GBP","Pound Sterling","0","Units",,,0.617475,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2010","2010","GBP","Pound Sterling","0","Units",,,0.638774,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2011","2011","GBP","Pound Sterling","0","Units",,,0.646789,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2012","2012","GBP","Pound Sterling","0","Units",,,0.633714,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2013","2013","GBP","Pound Sterling","0","Units",,,0.607238,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2014","2014","GBP","Pound Sterling","0","Units",,,0.640697,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2015","2015","GBP","Pound Sterling","0","Units",,,0.674809,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2016","2016","GBP","Pound Sterling","0","Units",,,0.812876,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2017","2017","GBP","Pound Sterling","0","Units",,,0.74011,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2018","2018","GBP","Pound Sterling","0","Units",,,0.787681,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2019","2019","GBP","Pound Sterling","0","Units",,,0.762108,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2020","2020","GBP","Pound Sterling","0","Units",,,0.745156,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2021","2021","GBP","Pound Sterling","0","Units",,,0.74438,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2022","2022","GBP","Pound Sterling","0","Units",,,0.828638,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2023","2023","GBP","Pound Sterling","0","Units",,,0.785207,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2000","2000","ILS","New Israeli Sheqel","0","Units",,,4.026745,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2001","2001","ILS","New Israeli Sheqel","0","Units",,,3.978883,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2002","2002","ILS","New Israeli Sheqel","0","Units",,,4.073917,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2003","2003","ILS","New Israeli Sheqel","0","Units",,,4.102764,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2004","2004","ILS","New Israeli Sheqel","0","Units",,,4.022513,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2005","2005","ILS","New Israeli Sheqel","0","Units",,,4.070749,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2006","2006","ILS","New Israeli Sheqel","0","Units",,,4.187637,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2007","2007","ILS","New Israeli Sheqel","0","Units",,,4.135969,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","ILS","New Israeli Sheqel","0","Units",,,4.324834,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","ILS","New Israeli Sheqel","0","Units",,,4.329142,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","ILS","New Israeli Sheqel","0","Units",,,4.359497,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","ILS","New Israeli Sheqel","0","Units",,,4.270233,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","ILS","New Israeli Sheqel","0","Units",,,4.283958,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","ILS","New Israeli Sheqel","0","Units",,,4.426943,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","ILS","New Israeli Sheqel","0","Units",,,4.575621,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2015","2015","ILS","New Israeli Sheqel","0","Units",,,4.553442,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2016","2016","ILS","New Israeli Sheqel","0","Units",,,4.294673,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2017","2017","ILS","New Israeli Sheqel","0","Units",,,4.252362,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2018","2018","ILS","New Israeli Sheqel","0","Units",,,4.182192,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2019","2019","ILS","New Israeli Sheqel","0","Units",,,4.242423,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2020","2020","ILS","New Israeli Sheqel","0","Units",,,4.211299,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2021","2021","ILS","New Israeli Sheqel","0","Units",,,4.042527,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2022","2022","ILS","New Israeli Sheqel","0","Units",,,3.837451,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2000","2000","INR","Indian Rupee","0","Units",,,46.75,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2001","2001","INR","Indian Rupee","0","Units",,,48.18,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2002","2002","INR","Indian Rupee","0","Units",,,48.03,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2003","2003","INR","Indian Rupee","0","Units",,,45.605,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2004","2004","INR","Indian Rupee","0","Units",,,43.585,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2005","2005","INR","Indian Rupee","0","Units",,,45.065,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2006","2006","INR","Indian Rupee","0","Units",,,44.245,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2007","2007","INR","Indian Rupee","0","Units",,,39.415,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2008","2008","INR","Indian Rupee","0","Units",,,48.455,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2009","2009","INR","Indian Rupee","0","Units",,,46.68,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2010","2010","INR","Indian Rupee","0","Units",,,44.81,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2011","2011","INR","Indian Rupee","0","Units",,,53.26,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2012","2012","INR","Indian Rupee","0","Units",,,54.7773,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2013","2013","INR","Indian Rupee","0","Units",,,61.897,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2014","2014","INR","Indian Rupee","0","Units",,,63.3315,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2015","2015","INR","Indian Rupee","0","Units",,,66.326,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2016","2016","INR","Indian Rupee","0","Units",,,67.9547,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2017","2017","INR","Indian Rupee","0","Units",,,63.9273,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2018","2018","INR","Indian Rupee","0","Units",,,69.7923,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2019","2019","INR","Indian Rupee","0","Units",,,71.274,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2020","2020","INR","Indian Rupee","0","Units",,,73.0536,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2021","2021","INR","Indian Rupee","0","Units",,,74.3025,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2022","2022","INR","Indian Rupee","0","Units",,,82.7862,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2023","2023","INR","Indian Rupee","0","Units",,,83.2729,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2000","2000","EUR","Euro","0","Units",,,1.528088,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2001","2001","EUR","Euro","0","Units",,,1.605086,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2002","2002","EUR","Euro","0","Units",,,1.504572,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2003","2003","EUR","Euro","0","Units",,,1.220637,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2004","2004","EUR","Euro","0","Units",,,1.070733,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,1.029617,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.985768,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.819702,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.709069,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.716958,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.754309,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.718414,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.778338,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.752945,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.752728,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.901296,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.903421,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.885206,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.846773,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.893276,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.875506,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.845494,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2022","2022","EUR","Euro","0","Units",,,0.949624,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2023","2023","EUR","Euro","0","Units",,,0.92484,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2000","2000","SEK","Swedish Krona","0","Units",,,9.053726,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2001","2001","SEK","Swedish Krona","0","Units",,,9.263786,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2002","2002","SEK","Swedish Krona","0","Units",,,9.062588,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2003","2003","SEK","Swedish Krona","0","Units",,,9.381346,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2004","2004","SEK","Swedish Krona","0","Units",,,9.226404,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2005","2005","SEK","Swedish Krona","0","Units",,,9.413437,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2006","2006","SEK","Swedish Krona","0","Units",,,9.200339,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2007","2007","SEK","Swedish Krona","0","Units",,,8.996226,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","SEK","Swedish Krona","0","Units",,,8.895745,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","SEK","Swedish Krona","0","Units",,,9.13108,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","SEK","Swedish Krona","0","Units",,,9.238733,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","SEK","Swedish Krona","0","Units",,,9.215138,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","SEK","Swedish Krona","0","Units",,,9.020202,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","SEK","Swedish Krona","0","Units",,,9.17609,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","SEK","Swedish Krona","0","Units",,,9.265658,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","SEK","Swedish Krona","0","Units",,,9.387087,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2016","2016","SEK","Swedish Krona","0","Units",,,9.416745,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2017","2017","SEK","Swedish Krona","0","Units",,,9.50221,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2018","2018","SEK","Swedish Krona","0","Units",,,9.580093,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2019","2019","SEK","Swedish Krona","0","Units",,,9.24476,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2020","2020","SEK","Swedish Krona","0","Units",,,9.129505,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2021","2021","SEK","Swedish Krona","0","Units",,,8.813912,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2022","2022","SEK","Swedish Krona","0","Units",,,8.547603,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2000","2000","DKK","Danish Krone","0","Units",,,8.583783,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2001","2001","DKK","Danish Krone","0","Units",,,8.743403,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2002","2002","DKK","Danish Krone","0","Units",,,8.418933,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2003","2003","DKK","Danish Krone","0","Units",,,8.715523,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2004","2004","DKK","Danish Krone","0","Units",,,8.594424,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2005","2005","DKK","Danish Krone","0","Units",,,8.823716,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2006","2006","DKK","Danish Krone","0","Units",,,8.628285,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2007","2007","DKK","Danish Krone","0","Units",,,8.332298,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","DKK","Danish Krone","0","Units",,,8.256232,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","DKK","Danish Krone","0","Units",,,8.286873,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","DKK","Danish Krone","0","Units",,,8.104079,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","DKK","Danish Krone","0","Units",,,8.072547,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","DKK","Danish Krone","0","Units",,,8.043398,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","DKK","Danish Krone","0","Units",,,7.843723,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","DKK","Danish Krone","0","Units",,,7.871915,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","DKK","Danish Krone","0","Units",,,7.84097,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2016","2016","DKK","Danish Krone","0","Units",,,7.697338,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2017","2017","DKK","Danish Krone","0","Units",,,7.512888,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2018","2018","DKK","Danish Krone","0","Units",,,7.400584,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2019","2019","DKK","Danish Krone","0","Units",,,7.133455,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2020","2020","DKK","Danish Krone","0","Units",,,6.940148,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2021","2021","DKK","Danish Krone","0","Units",,,6.776879,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2022","2022","DKK","Danish Krone","0","Units",,,6.810967,,
"CZE","Czechia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","CZK","Czech Koruna","0","Units",,,14.330601,,
"CZE","Czechia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","CZK","Czech Koruna","0","Units",,,14.322067,,
"CZE","Czechia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","CZK","Czech Koruna","0","Units",,,14.458321,,
"CZE","Czechia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","CZK","Czech Koruna","0","Units",,,14.175232,,
"CZE","Czechia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","CZK","Czech Koruna","0","Units",,,14.425719,,
"CZE","Czechia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","CZK","Czech Koruna","0","Units",,,14.562493,,
"CZE","Czechia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","CZK","Czech Koruna","0","Units",,,14.414642,,
"CZE","Czechia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","CZK","Czech Koruna","0","Units",,,14.255541,,
"CZE","Czechia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","CZK","Czech Koruna","0","Units",,,13.916713,,
"CZE","Czechia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","CZK","Czech Koruna","0","Units",,,13.638835,,
"CZE","Czechia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","CZK","Czech Koruna","0","Units",,,13.67437,,
"CZE","Czechia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","CZK","Czech Koruna","0","Units",,,13.345305,,
"CZE","Czechia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","CZK","Czech Koruna","0","Units",,,13.297699,,
"CZE","Czechia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","CZK","Czech Koruna","0","Units",,,12.785271,,
"CZE","Czechia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","CZK","Czech Koruna","0","Units",,,12.70321,,
"CZE","Czechia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","CZK","Czech Koruna","0","Units",,,12.93798,,
"CZE","Czechia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","CZK","Czech Koruna","0","Units",,,12.576343,,
"CZE","Czechia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","CZK","Czech Koruna","0","Units",,,12.424986,,
