"Country","Industry","Industry_simple","Code_num","Code_type","Code_length","Aggregate_level","GVA_abbrev","Units","GVA_total","Currency_ISO","Metric","Metric_type","Year","Base_year","GDP_annual","GDP_perc_norm","Source1","Source1_info","Confidence1","Notes","Source2"
"Portugal","Mining and quarrying","Mining","B","NACE","1","1","577.2","1000000","577200000","EUR","GVA","Current","2019","Current",NA,NA,"https://www.ine.pt/xportal/xmain?xpid=INE&xpgid=cn_quadros&boui=391530588","C.1.1.1.xls","High",NA,NA
"Portugal","Mining and quarrying","Mining","B","NACE","1","1","546.4","1000000","546400000","EUR","GVA","Current","2020","Current",NA,NA,"https://www.ine.pt/xportal/xmain?xpid=INE&xpgid=cn_quadros&boui=391530588","C.1.1.1.xls","High",NA,NA
"Portugal","Mining and quarrying","Mining","B","NACE","1","1","793.6","1000000","793600000","EUR","GVA","Current","2021","Current",NA,NA,"https://www.ine.pt/xportal/xmain?xpid=INE&xpgid=cn_quadros&boui=391530588","C.1.1.1.xls","High",NA,NA
"Portugal","Mining and quarrying","Mining","B","NACE","1","1","720.7","1000000","720700000","EUR","GVA","Current","2022","Current",NA,NA,"https://www.ine.pt/xportal/xmain?xpid=INE&xpgid=cn_quadros&boui=391530588","C.1.1.1.xls","High",NA,NA
"Portugal","Mining and quarrying","Mining","B","NACE","1","1","590.9","1000000","590900000","EUR","GVA","Constant","2019","2016",NA,NA,"https://www.ine.pt/xportal/xmain?xpid=INE&xpgid=cn_quadros&boui=391530588","C.1.1.4.xls","Medium","Multiple values + sources for Portugal (C.1.1.15.xls vs. C.1.1.4.xls)",NA
"Portugal","Mining and quarrying","Mining","B","NACE","1","1","575","1000000","5.75e+08","EUR","GVA","Constant","2020","2016",NA,NA,"https://www.ine.pt/xportal/xmain?xpid=INE&xpgid=cn_quadros&boui=391530588","C.1.1.4.xls","Medium","Multiple values + sources for Portugal (C.1.1.15.xls vs. C.1.1.4.xls)",NA
"Portugal","Mining and quarrying","Mining","B","NACE","1","1","549.4","1000000","549400000","EUR","GVA","Constant","2021","2016",NA,NA,"https://www.ine.pt/xportal/xmain?xpid=INE&xpgid=cn_quadros&boui=391530588","C.1.1.4.xls","Medium","Multiple values + sources for Portugal (C.1.1.15.xls vs. C.1.1.4.xls)",NA
"Portugal","Mining and quarrying","Mining","B","NACE","1","1","746.6","1000000","746600000","EUR","GVA","Constant","2022","2016",NA,NA,"https://www.ine.pt/xportal/xmain?xpid=INE&xpgid=cn_quadros&boui=391530588","C.1.1.4.xls","Medium","Multiple values + sources for Portugal (C.1.1.15.xls vs. C.1.1.4.xls)",NA
"Russia","Mining and quarrying","Mining","B","OKVED","1","1","19,656,719","1000000","1.9656719e+13","RUB","GVA","Current","2017","Current",NA,NA,"https://eng.rosstat.gov.ru/folder/13913","Current market value of fixed capital of the Russian Federation by types of economic activity at the end of the year","Medium","2017-2019
OKVED code type",NA
"Russia","Mining and quarrying","Mining","B","OKVED","1","1","20,954,084","1000000","2.0954084e+13","RUB","GVA","Current","2018","Current",NA,NA,"https://eng.rosstat.gov.ru/folder/13913","Current market value of fixed capital of the Russian Federation by types of economic activity at the end of the year","Medium","2017-2019
OKVED code type",NA
"Russia","Mining and quarrying","Mining","B","OKVED","1","1","22,880,904","1000000","2.2880904e+13","RUB","GVA","Current","2019","Current",NA,NA,"https://eng.rosstat.gov.ru/folder/13913","Current market value of fixed capital of the Russian Federation by types of economic activity at the end of the year","Medium","2017-2019
OKVED code type",NA
"South Korea","Mining and quarrying","Mining","B","KSIC","1","1","2,128.20","1000000000","2.1282e+12","KRW","GVA","Current","2018","Current",NA,NA,"https://ecos.bok.or.kr/#/SearchStat","2.1.3.1.2. Gross Value Added and Factor Income by Economic Activities (current prices, annual)","High","KSIC code type (comparable to ISIC)",NA
"South Korea","Mining and quarrying","Mining","B","KSIC","1","1","2,008.90","1000000000","2.0089e+12","KRW","GVA","Current","2019","Current",NA,NA,"https://ecos.bok.or.kr/#/SearchStat","2.1.3.1.2. Gross Value Added and Factor Income by Economic Activities (current prices, annual)","High","KSIC code type (comparable to ISIC)",NA
"South Korea","Mining and quarrying","Mining","B","KSIC","1","1","1,857.20","1000000000","1.8572e+12","KRW","GVA","Current","2020","Current",NA,NA,"https://ecos.bok.or.kr/#/SearchStat","2.1.3.1.2. Gross Value Added and Factor Income by Economic Activities (current prices, annual)","High","KSIC code type (comparable to ISIC)",NA
"South Korea","Mining and quarrying","Mining","B","KSIC","1","1","1,868.30","1000000000","1.8683e+12","KRW","GVA","Current","2021","Current",NA,NA,"https://ecos.bok.or.kr/#/SearchStat","2.1.3.1.2. Gross Value Added and Factor Income by Economic Activities (current prices, annual)","High","KSIC code type (comparable to ISIC)",NA
"Spain","Mining and quarrying","Mining","B","ISIC","1","1","3048","1000000","3.048e+09","EUR","GVA","Current","2019","Current",NA,NA,"https://www.ine.es/jaxiT3/Tabla.htm?t=32450","Current","High","2019-2022",NA
"Spain","Mining and quarrying","Mining","B","ISIC","1","1","2404","1000000","2.404e+09","EUR","GVA","Current","2020","Current",NA,NA,"https://www.ine.es/jaxiT3/Tabla.htm?t=32450","Current","High","2019-2022",NA
"Spain","Mining and quarrying","Mining","B","ISIC","1","1","4120","1000000","4.12e+09","EUR","GVA","Current","2021","Current",NA,NA,"https://www.ine.es/jaxiT3/Tabla.htm?t=32450","Current","High","2019-2022",NA
"Spain","Mining and quarrying","Mining","B","ISIC","1","1","6734","1000000","6.734e+09","EUR","GVA","Current","2022","Current",NA,NA,"https://www.ine.es/jaxiT3/Tabla.htm?t=32450","Current","High","2019-2022",NA
"Switzerland","Mining and quarrying","Mining","B","ISIC","1","1","922","1000000","9.22e+08","CHF","GVA","Current","2019","Current",NA,NA,"https://www.bfs.admin.ch/bfs/en/home/statistics/national-economy/national-accounts/production.assetdetail.27065085.html","Download table > Nominal > GVA","High",NA,NA
"Switzerland","Mining and quarrying","Mining","B","ISIC","1","1","909","1000000","9.09e+08","CHF","GVA","Current","2020","Current",NA,NA,"https://www.bfs.admin.ch/bfs/en/home/statistics/national-economy/national-accounts/production.assetdetail.27065085.html","Download table > Nominal > GVA","High",NA,NA
"Switzerland","Mining and quarrying","Mining","B","ISIC","1","1","999","1000000","9.99e+08","CHF","GVA","Current","2021","Current",NA,NA,"https://www.bfs.admin.ch/bfs/en/home/statistics/national-economy/national-accounts/production.assetdetail.27065085.html","Download table > Nominal > GVA","High",NA,NA
"Switzerland","Mining and quarrying","Mining","B","ISIC","1","1","951","1000000","9.51e+08","CHF","GVA","Current","2022","Current",NA,NA,"https://www.bfs.admin.ch/bfs/en/home/statistics/national-economy/national-accounts/production.assetdetail.27065085.html","Download table > Nominal > GVA","High",NA,NA
"Tonga","Mining and quarrying","Mining",NA,NA,NA,"1","8097","1000","8097000","PT","GDP","Current","2018","Current",NA,NA,"https://tongastats.gov.to/statistics/economics/national-accounts/#74-246-wpfd-2020-21","Tables-for-report-2020-21 > Table 2. GDP by sector at current prices (T$000)","High","Unsure about classification code number",NA
"Tonga","Mining and quarrying","Mining",NA,NA,NA,"1","8611","1000","8611000","PT","GDP","Current","2019","Current",NA,NA,"https://tongastats.gov.to/statistics/economics/national-accounts/#74-246-wpfd-2020-21","Tables-for-report-2020-21 > Table 2. GDP by sector at current prices (T$000)","High","Unsure about classification code number",NA
"Tonga","Mining and quarrying","Mining",NA,NA,NA,"1","8067","1000","8067000","PT","GDP","Current","2020","Current",NA,NA,"https://tongastats.gov.to/statistics/economics/national-accounts/#74-246-wpfd-2020-21","Tables-for-report-2020-21 > Table 2. GDP by sector at current prices (T$000)","High","Unsure about classification code number",NA
"Tonga","Mining and quarrying","Mining",NA,NA,NA,"1","7648","1000","7648000","PT","GDP","Current","2021","Current",NA,NA,"https://tongastats.gov.to/statistics/economics/national-accounts/#74-246-wpfd-2020-21","Tables-for-report-2020-21 > Table 2. GDP by sector at current prices (T$000)","High","Unsure about classification code number",NA
"Tonga","Mining and quarrying","Mining",NA,NA,NA,"1","6882","1000","6882000","PT","GDP","Constant","2018","2017",NA,NA,"https://tongastats.gov.to/statistics/economics/national-accounts/#74-246-wpfd-2020-21","Tables-for-report-2020-21 > Table 3:  GDP by sector at constant 2016-17 prices","High","Unsure about classification code number",NA
"Tonga","Mining and quarrying","Mining",NA,NA,NA,"1","5300","1000","5300000","PT","GDP","Constant","2019","2017",NA,NA,"https://tongastats.gov.to/statistics/economics/national-accounts/#74-246-wpfd-2020-21","Tables-for-report-2020-21 > Table 3:  GDP by sector at constant 2016-17 prices","High","Unsure about classification code number",NA
"Tonga","Mining and quarrying","Mining",NA,NA,NA,"1","4850","1000","4850000","PT","GDP","Constant","2020","2017",NA,NA,"https://tongastats.gov.to/statistics/economics/national-accounts/#74-246-wpfd-2020-21","Tables-for-report-2020-21 > Table 3:  GDP by sector at constant 2016-17 prices","High","Unsure about classification code number",NA
"Tonga","Mining and quarrying","Mining",NA,NA,NA,"1","4547","1000","4547000","PT","GDP","Constant","2021","2017",NA,NA,"https://tongastats.gov.to/statistics/economics/national-accounts/#74-246-wpfd-2020-21","Tables-for-report-2020-21 > Table 3:  GDP by sector at constant 2016-17 prices","High","Unsure about classification code number",NA
"United Kingdom","Mining and quarrying","Mining","B","ISIC","1","1","21312","1000000","2.1312e+10","GBP","GVA","Constant","2021","2019",NA,NA,"https://www.ons.gov.uk/economy/grossvalueaddedgva/datasets/nominalandrealregionalgrossvalueaddedbalancedbyindustry","Table 1b: ITL1 & UK, chained volume measures in 2019 money value, pounds million [note 1,2]","High","Data also had ""mining and quarrying, excluding support services"" - didn't collect, pretty similar values",NA
"United Kingdom","Mining and quarrying","Mining","B","ISIC","1","1","21777","1000000","2.1777e+10","GBP","GVA","Constant","2021","2019",NA,NA,"https://www.ons.gov.uk/economy/grossvalueaddedgva/datasets/nominalandrealregionalgrossvalueaddedbalancedbyindustry","Table 1b: ITL1 & UK, chained volume measures in 2019 money value, pounds million [note 1,2]","High","Data also had ""mining and quarrying, excluding support services"" - didn't collect, pretty similar values",NA
"United Kingdom","Mining and quarrying","Mining","B","ISIC","1","1","21070","1000000","2.107e+10","GBP","GVA","Constant","2021","2019",NA,NA,"https://www.ons.gov.uk/economy/grossvalueaddedgva/datasets/nominalandrealregionalgrossvalueaddedbalancedbyindustry","Table 1b: ITL1 & UK, chained volume measures in 2019 money value, pounds million [note 1,2]","High","Data also had ""mining and quarrying, excluding support services"" - didn't collect, pretty similar values",NA
"United Kingdom","Mining and quarrying","Mining","B","ISIC","1","1","18763","1000000","1.8763e+10","GBP","GVA","Constant","2021","2019",NA,NA,"https://www.ons.gov.uk/economy/grossvalueaddedgva/datasets/nominalandrealregionalgrossvalueaddedbalancedbyindustry","Table 1b: ITL1 & UK, chained volume measures in 2019 money value, pounds million [note 1,2]","High","Data also had ""mining and quarrying, excluding support services"" - didn't collect, pretty similar values",NA
"United Kingdom","Mining and quarrying","Mining","B","ISIC","1","1","22682","1000000","2.2682e+10","GBP","GVA","Current","2018","Current",NA,NA,"https://www.ons.gov.uk/economy/grossvalueaddedgva/datasets/nominalandrealregionalgrossvalueaddedbalancedbyindustry","Table 1c: ITL1 & UK, current price estimates, pounds million [note 1]","High","Data also had ""mining and quarrying, excluding support services"" - didn't collect, pretty similar values",NA
"United Kingdom","Mining and quarrying","Mining","B","ISIC","1","1","21777","1000000","2.1777e+10","GBP","GVA","Current","2019","Current",NA,NA,"https://www.ons.gov.uk/economy/grossvalueaddedgva/datasets/nominalandrealregionalgrossvalueaddedbalancedbyindustry","Table 1c: ITL1 & UK, current price estimates, pounds million [note 1]","High","Data also had ""mining and quarrying, excluding support services"" - didn't collect, pretty similar values",NA
"United Kingdom","Mining and quarrying","Mining","B","ISIC","1","1","14629","1000000","1.4629e+10","GBP","GVA","Current","2020","Current",NA,NA,"https://www.ons.gov.uk/economy/grossvalueaddedgva/datasets/nominalandrealregionalgrossvalueaddedbalancedbyindustry","Table 1c: ITL1 & UK, current price estimates, pounds million [note 1]","High","Data also had ""mining and quarrying, excluding support services"" - didn't collect, pretty similar values",NA
"United Kingdom","Mining and quarrying","Mining","B","ISIC","1","1","17440","1000000","1.744e+10","GBP","GVA","Current","2021","Current",NA,NA,"https://www.ons.gov.uk/economy/grossvalueaddedgva/datasets/nominalandrealregionalgrossvalueaddedbalancedbyindustry","Table 1c: ITL1 & UK, current price estimates, pounds million [note 1]","High","Data also had ""mining and quarrying, excluding support services"" - didn't collect, pretty similar values",NA
"United States","Mining, except oil and gas","Mining","212","NAICS","3","2","53","1000000000","5.3e+10","USD","GVA","Current","2019","Current",NA,NA,"https://apps.bea.gov/iTable/?reqid=150&step=2&isuri=1&categories=gdpxind&_gl=1*1plekit*_ga*MTU3MjI5ODIxLjE2OTg5Njc4NDM.*_ga_J4698JNNFT*MTY5OTU1MDQ5My4yLjEuMTY5OTU1MDc5Ni4wLjAuMA..#eyJhcHBpZCI6MTUwLCJzdGVwcyI6WzEsMiwzXSwiZGF0YSI6W1siY2F0ZWdvcmllcyIsIkdkcHhJbmQiXSxbIlRhYmxlX0xpc3QiLCIxIl1dfQ==","Value Added by Industry","Medium","Code number assumed",NA
"United States","Mining, except oil and gas","Mining","212","NAICS","3","2","57.1","1000000000","5.71e+10","USD","GVA","Current","2020","Current",NA,NA,"https://apps.bea.gov/iTable/?reqid=150&step=2&isuri=1&categories=gdpxind&_gl=1*1plekit*_ga*MTU3MjI5ODIxLjE2OTg5Njc4NDM.*_ga_J4698JNNFT*MTY5OTU1MDQ5My4yLjEuMTY5OTU1MDc5Ni4wLjAuMA..#eyJhcHBpZCI6MTUwLCJzdGVwcyI6WzEsMiwzXSwiZGF0YSI6W1siY2F0ZWdvcmllcyIsIkdkcHhJbmQiXSxbIlRhYmxlX0xpc3QiLCIxIl1dfQ==","Value Added by Industry","Medium","Code number assumed",NA
"United States","Mining, except oil and gas","Mining","212","NAICS","3","2","67.4","1000000000","6.74e+10","USD","GVA","Current","2021","Current",NA,NA,"https://apps.bea.gov/iTable/?reqid=150&step=2&isuri=1&categories=gdpxind&_gl=1*1plekit*_ga*MTU3MjI5ODIxLjE2OTg5Njc4NDM.*_ga_J4698JNNFT*MTY5OTU1MDQ5My4yLjEuMTY5OTU1MDc5Ni4wLjAuMA..#eyJhcHBpZCI6MTUwLCJzdGVwcyI6WzEsMiwzXSwiZGF0YSI6W1siY2F0ZWdvcmllcyIsIkdkcHhJbmQiXSxbIlRhYmxlX0xpc3QiLCIxIl1dfQ==","Value Added by Industry","Medium","Code number assumed",NA
"United States","Mining, except oil and gas","Mining","212","NAICS","3","2","78.3","1000000000","7.83e+10","USD","GVA","Current","2022","Current",NA,NA,"https://apps.bea.gov/iTable/?reqid=150&step=2&isuri=1&categories=gdpxind&_gl=1*1plekit*_ga*MTU3MjI5ODIxLjE2OTg5Njc4NDM.*_ga_J4698JNNFT*MTY5OTU1MDQ5My4yLjEuMTY5OTU1MDc5Ni4wLjAuMA..#eyJhcHBpZCI6MTUwLCJzdGVwcyI6WzEsMiwzXSwiZGF0YSI6W1siY2F0ZWdvcmllcyIsIkdkcHhJbmQiXSxbIlRhYmxlX0xpc3QiLCIxIl1dfQ==","Value Added by Industry","Medium","Code number assumed",NA
"United States","Mining, except oil and gas","Mining","212","NAICS","3","2","51.1","1000000000","5.11e+10","USD","GVA","Constant","2019","2017",NA,NA,"https://apps.bea.gov/iTable/?reqid=150&step=2&isuri=1&categories=gdpxind&_gl=1*1plekit*_ga*MTU3MjI5ODIxLjE2OTg5Njc4NDM.*_ga_J4698JNNFT*MTY5OTU1MDQ5My4yLjEuMTY5OTU1MDc5Ni4wLjAuMA..#eyJhcHBpZCI6MTUwLCJzdGVwcyI6WzEsMiwzXSwiZGF0YSI6W1siY2F0ZWdvcmllcyIsIkdkcHhJbmQiXSxbIlRhYmxlX0xpc3QiLCIxMCJdXX0=","Real Value Added by Industry","Medium","Code number assumed",NA
"United States","Mining, except oil and gas","Mining","212","NAICS","3","2","55.1","1000000000","5.51e+10","USD","GVA","Constant","2020","2017",NA,NA,"https://apps.bea.gov/iTable/?reqid=150&step=2&isuri=1&categories=gdpxind&_gl=1*1plekit*_ga*MTU3MjI5ODIxLjE2OTg5Njc4NDM.*_ga_J4698JNNFT*MTY5OTU1MDQ5My4yLjEuMTY5OTU1MDc5Ni4wLjAuMA..#eyJhcHBpZCI6MTUwLCJzdGVwcyI6WzEsMiwzXSwiZGF0YSI6W1siY2F0ZWdvcmllcyIsIkdkcHhJbmQiXSxbIlRhYmxlX0xpc3QiLCIxMCJdXX0=","Real Value Added by Industry","Medium","Code number assumed",NA
"United States","Mining, except oil and gas","Mining","212","NAICS","3","2","54.8","1000000000","5.48e+10","USD","GVA","Constant","2021","2017",NA,NA,"https://apps.bea.gov/iTable/?reqid=150&step=2&isuri=1&categories=gdpxind&_gl=1*1plekit*_ga*MTU3MjI5ODIxLjE2OTg5Njc4NDM.*_ga_J4698JNNFT*MTY5OTU1MDQ5My4yLjEuMTY5OTU1MDc5Ni4wLjAuMA..#eyJhcHBpZCI6MTUwLCJzdGVwcyI6WzEsMiwzXSwiZGF0YSI6W1siY2F0ZWdvcmllcyIsIkdkcHhJbmQiXSxbIlRhYmxlX0xpc3QiLCIxMCJdXX0=","Real Value Added by Industry","Medium","Code number assumed",NA
"United States","Mining, except oil and gas","Mining","212","NAICS","3","2","54.9","1000000000","5.49e+10","USD","GVA","Constant","2022","2017",NA,NA,"https://apps.bea.gov/iTable/?reqid=150&step=2&isuri=1&categories=gdpxind&_gl=1*1plekit*_ga*MTU3MjI5ODIxLjE2OTg5Njc4NDM.*_ga_J4698JNNFT*MTY5OTU1MDQ5My4yLjEuMTY5OTU1MDc5Ni4wLjAuMA..#eyJhcHBpZCI6MTUwLCJzdGVwcyI6WzEsMiwzXSwiZGF0YSI6W1siY2F0ZWdvcmllcyIsIkdkcHhJbmQiXSxbIlRhYmxlX0xpc3QiLCIxMCJdXX0=","Real Value Added by Industry","Medium","Code number assumed",NA
"United States","Mining, quarrying, and oil and gas extraction","Mining","21","NAICS","2","1","293.9","1000000000","2.939e+11","USD","GVA","Current","2019","Current",NA,NA,"https://apps.bea.gov/iTable/?reqid=150&step=2&isuri=1&categories=gdpxind&_gl=1*1plekit*_ga*MTU3MjI5ODIxLjE2OTg5Njc4NDM.*_ga_J4698JNNFT*MTY5OTU1MDQ5My4yLjEuMTY5OTU1MDc5Ni4wLjAuMA..#eyJhcHBpZCI6MTUwLCJzdGVwcyI6WzEsMiwzXSwiZGF0YSI6W1siY2F0ZWdvcmllcyIsIkdkcHhJbmQiXSxbIlRhYmxlX0xpc3QiLCIxIl1dfQ==","Value Added by Industry","Medium","Code number assumed",NA
"United States","Mining, quarrying, and oil and gas extraction","Mining","21","NAICS","2","1","201.6","1000000000","2.016e+11","USD","GVA","Current","2020","Current",NA,NA,"https://apps.bea.gov/iTable/?reqid=150&step=2&isuri=1&categories=gdpxind&_gl=1*1plekit*_ga*MTU3MjI5ODIxLjE2OTg5Njc4NDM.*_ga_J4698JNNFT*MTY5OTU1MDQ5My4yLjEuMTY5OTU1MDc5Ni4wLjAuMA..#eyJhcHBpZCI6MTUwLCJzdGVwcyI6WzEsMiwzXSwiZGF0YSI6W1siY2F0ZWdvcmllcyIsIkdkcHhJbmQiXSxbIlRhYmxlX0xpc3QiLCIxIl1dfQ==","Value Added by Industry","Medium","Code number assumed",NA
"United States","Mining, quarrying, and oil and gas extraction","Mining","21","NAICS","2","1","332","1000000000","3.32e+11","USD","GVA","Current","2021","Current",NA,NA,"https://apps.bea.gov/iTable/?reqid=150&step=2&isuri=1&categories=gdpxind&_gl=1*1plekit*_ga*MTU3MjI5ODIxLjE2OTg5Njc4NDM.*_ga_J4698JNNFT*MTY5OTU1MDQ5My4yLjEuMTY5OTU1MDc5Ni4wLjAuMA..#eyJhcHBpZCI6MTUwLCJzdGVwcyI6WzEsMiwzXSwiZGF0YSI6W1siY2F0ZWdvcmllcyIsIkdkcHhJbmQiXSxbIlRhYmxlX0xpc3QiLCIxIl1dfQ==","Value Added by Industry","Medium","Code number assumed",NA
"United States","Mining, quarrying, and oil and gas extraction","Mining","21","NAICS","2","1","457.4","1000000000","4.574e+11","USD","GVA","Current","2022","Current",NA,NA,"https://apps.bea.gov/iTable/?reqid=150&step=2&isuri=1&categories=gdpxind&_gl=1*1plekit*_ga*MTU3MjI5ODIxLjE2OTg5Njc4NDM.*_ga_J4698JNNFT*MTY5OTU1MDQ5My4yLjEuMTY5OTU1MDc5Ni4wLjAuMA..#eyJhcHBpZCI6MTUwLCJzdGVwcyI6WzEsMiwzXSwiZGF0YSI6W1siY2F0ZWdvcmllcyIsIkdkcHhJbmQiXSxbIlRhYmxlX0xpc3QiLCIxIl1dfQ==","Value Added by Industry","Medium","Code number assumed",NA
"United States","Mining, quarrying, and oil and gas extraction","Mining","21","NAICS","2","1","314.6","1000000000","3.146e+11","USD","GVA","Constant","2019","2017",NA,NA,"https://apps.bea.gov/iTable/?reqid=150&step=2&isuri=1&categories=gdpxind&_gl=1*1plekit*_ga*MTU3MjI5ODIxLjE2OTg5Njc4NDM.*_ga_J4698JNNFT*MTY5OTU1MDQ5My4yLjEuMTY5OTU1MDc5Ni4wLjAuMA..#eyJhcHBpZCI6MTUwLCJzdGVwcyI6WzEsMiwzXSwiZGF0YSI6W1siY2F0ZWdvcmllcyIsIkdkcHhJbmQiXSxbIlRhYmxlX0xpc3QiLCIxMCJdXX0=","Real Value Added by Industry","Medium","Code number assumed",NA
"United States","Mining, quarrying, and oil and gas extraction","Mining","21","NAICS","2","1","305.6","1000000000","3.056e+11","USD","GVA","Constant","2020","2017",NA,NA,"https://apps.bea.gov/iTable/?reqid=150&step=2&isuri=1&categories=gdpxind&_gl=1*1plekit*_ga*MTU3MjI5ODIxLjE2OTg5Njc4NDM.*_ga_J4698JNNFT*MTY5OTU1MDQ5My4yLjEuMTY5OTU1MDc5Ni4wLjAuMA..#eyJhcHBpZCI6MTUwLCJzdGVwcyI6WzEsMiwzXSwiZGF0YSI6W1siY2F0ZWdvcmllcyIsIkdkcHhJbmQiXSxbIlRhYmxlX0xpc3QiLCIxMCJdXX0=","Real Value Added by Industry","Medium","Code number assumed",NA
"United States","Mining, quarrying, and oil and gas extraction","Mining","21","NAICS","2","1","269.5","1000000000","2.695e+11","USD","GVA","Constant","2021","2017",NA,NA,"https://apps.bea.gov/iTable/?reqid=150&step=2&isuri=1&categories=gdpxind&_gl=1*1plekit*_ga*MTU3MjI5ODIxLjE2OTg5Njc4NDM.*_ga_J4698JNNFT*MTY5OTU1MDQ5My4yLjEuMTY5OTU1MDc5Ni4wLjAuMA..#eyJhcHBpZCI6MTUwLCJzdGVwcyI6WzEsMiwzXSwiZGF0YSI6W1siY2F0ZWdvcmllcyIsIkdkcHhJbmQiXSxbIlRhYmxlX0xpc3QiLCIxMCJdXX0=","Real Value Added by Industry","Medium","Code number assumed",NA
"United States","Mining, quarrying, and oil and gas extraction","Mining","21","NAICS","2","1","245.3","1000000000","2.453e+11","USD","GVA","Constant","2022","2017",NA,NA,"https://apps.bea.gov/iTable/?reqid=150&step=2&isuri=1&categories=gdpxind&_gl=1*1plekit*_ga*MTU3MjI5ODIxLjE2OTg5Njc4NDM.*_ga_J4698JNNFT*MTY5OTU1MDQ5My4yLjEuMTY5OTU1MDc5Ni4wLjAuMA..#eyJhcHBpZCI6MTUwLCJzdGVwcyI6WzEsMiwzXSwiZGF0YSI6W1siY2F0ZWdvcmllcyIsIkdkcHhJbmQiXSxbIlRhYmxlX0xpc3QiLCIxMCJdXX0=","Real Value Added by Industry","Medium","Code number assumed",NA
"Vanuatu","Mining and quarrying","Mining","B","ISIC","1","1","26","1000000","2.6e+07","VUV","GDP","Constant","2018","2006",NA,NA,"https://vnso.gov.vu/index.php/en/statistics-by-topic/gross-domestic-product-gdp","Download Report > Table 2 - Constant Prices GDP by Industry (2006 Base Year) (report page 7)","High","Inferred on code/type",NA
"Vanuatu","Mining and quarrying","Mining","B","ISIC","1","1","28","1000000","2.8e+07","VUV","GDP","Constant","2019","2006",NA,NA,"https://vnso.gov.vu/index.php/en/statistics-by-topic/gross-domestic-product-gdp","Download Report > Table 2 - Constant Prices GDP by Industry (2006 Base Year) (report page 7)","High","Inferred on code/type",NA
"Vanuatu","Mining and quarrying","Mining","B","ISIC","1","1","35","1000000","3.5e+07","VUV","GDP","Constant","2020","2006",NA,NA,"https://vnso.gov.vu/index.php/en/statistics-by-topic/gross-domestic-product-gdp","Download Report > Table 2 - Constant Prices GDP by Industry (2006 Base Year) (report page 7)","High","Inferred on code/type",NA
"Vanuatu","Mining and quarrying","Mining","B","ISIC","1","1","49","1000000","4.9e+07","VUV","GDP","Constant","2021","2006",NA,NA,"https://vnso.gov.vu/index.php/en/statistics-by-topic/gross-domestic-product-gdp","Download Report > Table 2 - Constant Prices GDP by Industry (2006 Base Year) (report page 7)","High","Inferred on code/type",NA
"Vanuatu","Mining and quarrying","Mining","B","ISIC","1","1","34","1000000","3.4e+07","VUV","GDP","Current","2018","Current",NA,NA,"https://vnso.gov.vu/index.php/en/statistics-by-topic/gross-domestic-product-gdp","Download Report > Table 1 - Current Prices GDP by Industry (report page 7)","High","Inferred on code/type",NA
"Vanuatu","Mining and quarrying","Mining","B","ISIC","1","1","35","1000000","3.5e+07","VUV","GDP","Current","2019","Current",NA,NA,"https://vnso.gov.vu/index.php/en/statistics-by-topic/gross-domestic-product-gdp","Download Report > Table 1 - Current Prices GDP by Industry (report page 7)","High","Inferred on code/type",NA
"Vanuatu","Mining and quarrying","Mining","B","ISIC","1","1","42","1000000","4.2e+07","VUV","GDP","Current","2020","Current",NA,NA,"https://vnso.gov.vu/index.php/en/statistics-by-topic/gross-domestic-product-gdp","Download Report > Table 1 - Current Prices GDP by Industry (report page 7)","High","Inferred on code/type",NA
"Vanuatu","Mining and quarrying","Mining","B","ISIC","1","1","116","1000000","1.16e+08","VUV","GDP","Current","2021","Current",NA,NA,"https://vnso.gov.vu/index.php/en/statistics-by-topic/gross-domestic-product-gdp","Download Report > Table 1 - Current Prices GDP by Industry (report page 7)","High","Inferred on code/type",NA
